Date,VIX,Open,High,Low,Close,regime_class
1998-08-20,30.0,1098.06,1098.79,1089.55,1091.6,4
1998-08-21,33.14,1091.6,1091.6,1054.92,1081.24,4
1998-08-24,31.8,1081.24,1093.82,1081.24,1088.14,5
1998-08-25,30.33,1088.14,1106.64,1085.53,1092.85,5
1998-08-26,31.14,1092.85,1092.85,1075.91,1084.19,5
1998-08-27,38.55,1084.19,1084.19,1037.61,1042.59,5
1998-08-28,39.6,1042.59,1051.8,1021.04,1027.14,5
1998-08-31,44.28,1027.14,1033.47,957.28,957.28,5
1998-09-01,36.48,957.28,1000.71,939.98,994.26,5
1998-09-02,36.76,994.26,1013.19,988.4,990.48,5
1998-09-03,41.43,990.47,990.47,969.32,982.26,5
1998-09-04,43.31,982.26,991.41,956.51,973.89,5
1998-09-08,37.9,973.89,1023.46,973.89,1023.46,5
1998-09-09,39.66,1023.46,1027.72,1004.56,1006.2,5
1998-09-10,45.29,1006.2,1006.2,968.64,980.19,5
1998-09-11,43.74,980.19,1009.06,969.71,1009.06,5
1998-09-14,38.57,1009.06,1038.38,1009.06,1029.72,5
1998-09-15,36.58,1029.72,1037.9,1021.42,1037.68,5
1998-09-16,35.94,1037.68,1046.07,1029.31,1045.48,5
1998-09-17,39.23,1045.48,1045.48,1016.05,1018.87,5
1998-09-18,38.63,1018.87,1022.01,1011.86,1020.09,5
1998-09-21,38.58,1020.09,1026.02,993.82,1023.89,5
1998-09-22,36.62,1023.89,1033.89,1021.96,1029.63,6
1998-09-23,32.47,1029.63,1066.09,1029.63,1066.09,6
1998-09-24,34.66,1066.09,1066.11,1033.04,1042.72,6
1998-09-25,34.55,1042.72,1051.89,1028.49,1044.75,6
1998-09-28,34.87,1044.75,1061.46,1042.23,1048.69,6
1998-09-29,36.08,1048.69,1056.31,1039.88,1049.02,6
1998-09-30,40.95,1049.02,1049.02,1015.73,1017.01,6
1998-10-01,43.48,1017.01,1017.01,981.29,986.39,6
1998-10-02,40.47,986.39,1005.45,971.69,1002.6,6
1998-10-05,42.81,1002.6,1002.6,964.72,988.56,6
1998-10-06,41.2,988.56,1008.77,974.81,984.59,6
1998-10-07,43.51,984.59,995.66,957.15,970.68,6
1998-10-08,45.74,970.68,970.68,923.32,959.44,6
1998-10-09,42.2,959.44,984.42,953.04,984.39,6
1998-10-12,40.07,984.39,1010.71,984.39,997.71,6
1998-10-13,40.23,997.71,1000.78,987.55,994.8,6
1998-10-14,38.96,994.8,1014.42,987.8,1005.53,6
1998-10-15,33.34,1005.53,1053.09,1000.12,1047.49,6
1998-10-16,34.82,1047.49,1062.65,1047.49,1056.42,6
1998-10-19,33.13,1056.42,1065.21,1054.23,1062.39,6
1998-10-20,33.11,1062.39,1084.06,1060.61,1063.93,6
1998-10-21,33.21,1063.93,1073.61,1058.08,1069.92,7
1998-10-22,31.53,1069.92,1080.43,1061.47,1078.48,7
1998-10-23,32.27,1078.48,1078.48,1067.43,1070.67,7
1998-10-26,32.38,1070.67,1081.23,1068.17,1072.32,7
1998-10-27,32.95,1072.32,1087.08,1063.06,1065.34,7
1998-10-28,32.42,1065.34,1072.79,1059.65,1068.09,7
1998-10-29,29.5,1068.09,1086.11,1065.95,1085.93,7
1998-10-30,28.05,1085.93,1103.78,1085.93,1098.67,7
1998-11-02,27.26,1098.67,1114.44,1098.67,1111.6,7
1998-11-03,27.76,1111.6,1115.02,1106.42,1110.84,7
1998-11-04,27.37,1110.84,1127.18,1110.59,1118.67,7
1998-11-05,26.01,1118.67,1133.88,1109.55,1133.85,7
1998-11-06,25.7,1133.85,1141.3,1131.18,1141.01,7
1998-11-09,28.09,1141.01,1141.01,1123.17,1130.2,7
1998-11-10,28.17,1130.2,1135.37,1122.8,1128.26,7
1998-11-11,28.47,1128.26,1136.25,1117.4,1120.97,7
1998-11-12,29.28,1120.97,1126.57,1115.55,1117.69,7
1998-11-13,29.03,1117.69,1126.34,1116.76,1125.72,7
1998-11-16,28.9,1125.72,1138.72,1125.72,1135.87,7
1998-11-17,27.95,1135.87,1151.71,1129.67,1139.32,7
1998-11-18,27.13,1139.32,1144.52,1133.07,1144.48,7
1998-11-19,25.5,1144.48,1155.1,1144.42,1152.61,7
1998-11-20,22.47,1152.61,1163.55,1152.61,1163.55,8
1998-11-23,21.84,1163.55,1188.21,1163.55,1188.21,8
1998-11-24,23.28,1188.21,1191.3,1181.81,1182.99,8
1998-11-25,22.15,1182.99,1187.16,1179.37,1186.87,8
1998-11-27,22.09,1186.87,1192.97,1186.83,1192.33,8
1998-11-30,26.01,1192.33,1192.72,1163.63,1163.63,8
1998-12-01,24.97,1163.63,1175.89,1150.31,1175.28,8
1998-12-02,25.43,1175.28,1175.28,1157.76,1171.25,8
1998-12-03,28.7,1171.25,1176.99,1149.61,1150.14,8
1998-12-04,25.31,1150.14,1176.74,1150.14,1176.74,8
1998-12-07,24.9,1176.74,1188.96,1176.71,1187.7,8
1998-12-08,25.58,1187.7,1193.53,1172.78,1181.38,8
1998-12-09,25.66,1181.38,1185.22,1175.89,1183.49,8
1998-12-10,26.81,1183.49,1183.77,1163.75,1165.02,8
1998-12-11,27.72,1165.02,1167.89,1153.19,1166.46,8
1998-12-14,31.31,1166.46,1166.46,1136.89,1141.2,8
1998-12-15,29.42,1141.2,1162.83,1141.2,1162.83,8
1998-12-16,29.96,1162.83,1166.29,1154.69,1161.94,8
1998-12-17,27.96,1161.94,1180.03,1161.94,1179.98,8
1998-12-18,25.04,1179.98,1188.89,1178.27,1188.03,8
1998-12-21,23.86,1188.03,1210.88,1188.03,1202.84,9
1998-12-22,22.78,1202.84,1209.22,1192.72,1203.57,9
1998-12-23,20.21,1203.57,1229.89,1203.57,1228.54,9
1998-12-24,21.48,1228.54,1229.72,1224.85,1226.27,9
1998-12-28,23.5,1226.27,1231.52,1221.17,1225.49,9
1998-12-29,22.18,1225.49,1241.86,1220.78,1241.81,9
1998-12-30,23.34,1241.81,1244.93,1231.2,1231.93,9
1998-12-31,24.42,1231.93,1237.18,1224.96,1229.23,9
1999-01-04,26.17,1229.23,1248.81,1219.1,1228.1,9
1999-01-05,24.46,1228.1,1246.11,1228.1,1244.78,9
1999-01-06,23.34,1244.78,1272.5,1244.78,1272.34,9
1999-01-07,24.37,1272.34,1272.34,1257.68,1269.73,9
1999-01-08,23.28,1269.73,1278.24,1261.82,1275.09,9
1999-01-11,25.46,1275.09,1276.22,1253.34,1263.88,9
1999-01-12,28.1,1263.88,1264.45,1238.29,1239.51,9
1999-01-13,30.11,1239.51,1247.75,1205.46,1234.4,9
1999-01-14,32.98,1234.4,1236.81,1209.54,1212.19,9
1999-01-15,29.24,1212.19,1243.26,1212.19,1243.26,9
1999-01-19,29.24,1243.26,1253.27,1234.91,1252.0,10
1999-01-20,28.6,1252.0,1274.07,1251.54,1256.62,10
1999-01-21,30.92,1256.62,1256.94,1232.19,1235.16,10
1999-01-22,31.95,1235.16,1236.41,1217.97,1225.19,10
1999-01-25,31.13,1225.19,1233.98,1219.46,1233.98,10
1999-01-26,29.23,1233.98,1253.25,1233.98,1252.31,10
1999-01-27,29.73,1252.31,1262.61,1242.82,1243.17,10
1999-01-28,28.11,1243.17,1266.4,1243.17,1265.37,10
1999-01-29,26.25,1265.37,1280.37,1255.18,1279.64,10
1999-02-01,27.67,1279.64,1283.75,1271.31,1273.0,10
1999-02-02,28.16,1273.0,1273.49,1247.56,1261.99,10
1999-02-03,27.88,1261.99,1276.04,1255.27,1272.07,10
1999-02-04,29.48,1272.07,1272.23,1248.36,1248.49,10
1999-02-05,29.67,1248.49,1251.86,1232.28,1239.4,10
1999-02-08,30.27,1239.4,1246.93,1231.98,1243.77,10
1999-02-09,31.36,1243.77,1243.97,1215.63,1216.14,10
1999-02-10,30.45,1216.14,1226.78,1211.89,1223.55,10
1999-02-11,27.42,1223.55,1254.05,1223.19,1254.04,10
1999-02-12,29.76,1254.04,1254.04,1225.53,1230.13,10
1999-02-16,29.65,1230.13,1252.17,1230.13,1241.87,11
1999-02-17,30.65,1241.87,1249.31,1220.92,1224.03,11
1999-02-18,30.45,1224.03,1239.13,1220.7,1237.28,11
1999-02-19,29.3,1237.28,1247.91,1232.03,1239.22,11
1999-02-22,25.87,1239.22,1272.22,1239.22,1272.14,11
1999-02-23,26.49,1272.14,1280.38,1263.36,1271.18,11
1999-02-24,27.21,1271.18,1283.84,1251.94,1253.41,11
1999-02-25,28.01,1253.41,1253.41,1225.01,1245.02,11
1999-02-26,27.88,1245.02,1246.73,1226.24,1238.33,11
1999-03-01,28.37,1238.33,1238.7,1221.88,1236.16,11
1999-03-02,29.22,1236.16,1248.31,1221.87,1225.5,11
1999-03-03,29.04,1225.5,1231.63,1216.03,1227.7,11
1999-03-04,26.67,1227.7,1247.74,1227.7,1246.64,11
1999-03-05,24.08,1246.64,1275.73,1246.64,1275.47,11
1999-03-08,24.54,1275.47,1282.74,1271.58,1282.73,11
1999-03-09,25.02,1282.73,1293.74,1275.11,1279.84,11
1999-03-10,24.79,1279.84,1287.02,1275.16,1286.84,11
1999-03-11,24.37,1286.84,1306.43,1286.84,1297.68,11
1999-03-12,24.84,1297.68,1304.42,1289.17,1294.59,11
1999-03-15,25.24,1294.59,1307.47,1291.03,1307.26,11
1999-03-16,25.15,1307.26,1311.11,1302.29,1306.38,11
1999-03-17,25.57,1306.38,1306.55,1292.63,1297.82,11
1999-03-18,24.13,1297.82,1317.62,1294.75,1316.55,12
1999-03-19,24.32,1316.55,1323.82,1298.92,1299.29,12
1999-03-22,25.0,1299.29,1303.84,1294.26,1297.01,12
1999-03-23,27.27,1297.01,1297.01,1257.46,1262.14,12
1999-03-24,26.6,1262.14,1269.02,1256.43,1268.59,12
1999-03-25,24.33,1268.59,1289.99,1268.59,1289.99,12
1999-03-26,24.04,1289.99,1289.99,1277.25,1282.8,12
1999-03-29,23.54,1282.8,1311.76,1282.8,1310.17,12
1999-03-30,22.73,1310.17,1310.17,1295.47,1300.75,12
1999-03-31,23.26,1300.75,1313.6,1285.87,1286.37,12
1999-04-01,22.06,1286.37,1294.54,1282.56,1293.72,12
1999-04-05,22.19,1293.72,1321.12,1293.72,1321.12,12
1999-04-06,22.65,1321.12,1326.76,1311.07,1317.89,12
1999-04-07,22.81,1317.89,1329.58,1312.59,1326.89,12
1999-04-08,22.59,1326.89,1344.08,1321.6,1343.98,12
1999-04-09,21.77,1343.98,1351.22,1335.24,1348.35,12
1999-04-12,21.93,1348.35,1358.69,1333.48,1358.63,12
1999-04-13,22.73,1358.64,1362.38,1344.03,1349.82,12
1999-04-14,24.94,1349.82,1357.24,1326.41,1328.44,12
1999-04-15,23.93,1328.44,1332.41,1308.38,1322.85,12
1999-04-16,23.9,1322.86,1325.03,1311.4,1319.0,1
1999-04-19,26.42,1319.0,1340.1,1284.48,1289.48,1
1999-04-20,25.02,1289.48,1306.3,1284.21,1306.17,1
1999-04-21,23.31,1306.17,1336.12,1301.84,1336.12,1
1999-04-22,22.62,1336.12,1358.84,1336.12,1358.82,1
1999-04-23,22.76,1358.83,1363.65,1348.45,1356.85,1
1999-04-26,23.53,1356.85,1363.56,1353.72,1360.04,1
1999-04-27,23.36,1360.04,1371.56,1356.55,1362.8,1
1999-04-28,24.4,1362.8,1368.62,1348.29,1350.91,1
1999-04-29,25.06,1350.91,1356.75,1336.81,1342.83,1
1999-04-30,25.07,1342.83,1351.83,1314.58,1335.18,1
1999-05-03,24.15,1335.18,1354.63,1329.01,1354.63,1
1999-05-04,25.62,1354.63,1354.64,1330.64,1332.0,1
1999-05-05,25.19,1332.0,1347.32,1317.44,1347.31,1
1999-05-06,27.44,1347.31,1348.36,1322.56,1332.05,1
1999-05-07,25.36,1332.05,1345.99,1332.05,1345.0,1
1999-05-10,26.62,1345.0,1352.01,1334.0,1340.3,1
1999-05-11,25.62,1340.3,1360.0,1340.3,1355.61,1
1999-05-12,26.13,1355.61,1367.36,1333.1,1364.0,1
1999-05-13,25.02,1364.0,1375.98,1364.0,1367.56,1
1999-05-14,26.86,1367.56,1367.56,1332.63,1337.8,1
1999-05-17,27.28,1337.8,1339.95,1321.19,1339.49,2
1999-05-18,27.26,1339.49,1345.44,1323.46,1333.32,2
1999-05-19,25.08,1333.32,1344.23,1327.05,1344.23,2
1999-05-20,24.46,1344.23,1350.49,1338.83,1338.83,2
1999-05-21,24.4,1338.83,1340.88,1326.19,1330.29,2
1999-05-24,27.62,1330.29,1333.02,1303.53,1306.65,2
1999-05-25,28.9,1306.65,1317.52,1284.38,1284.4,2
1999-05-26,27.57,1284.4,1304.85,1278.43,1304.76,2
1999-05-27,28.12,1304.76,1304.76,1277.31,1281.41,2
1999-05-28,25.39,1281.41,1304.0,1281.41,1301.84,2
1999-06-01,26.62,1301.84,1301.84,1281.44,1294.26,2
1999-06-02,26.21,1294.26,1297.1,1277.47,1294.81,2
1999-06-03,26.2,1294.81,1304.15,1294.2,1299.54,2
1999-06-04,23.43,1299.54,1327.75,1299.54,1327.75,2
1999-06-07,23.78,1327.75,1336.42,1325.89,1334.52,2
1999-06-08,24.02,1334.52,1334.52,1312.83,1317.33,2
1999-06-09,23.9,1317.33,1326.01,1314.73,1318.64,2
1999-06-10,25.32,1318.64,1318.64,1293.28,1302.82,2
1999-06-11,25.9,1302.82,1311.97,1287.88,1293.64,2
1999-06-14,26.51,1293.64,1301.99,1292.2,1294.0,3
1999-06-15,25.91,1294.0,1310.76,1294.0,1301.16,3
1999-06-16,22.4,1301.16,1332.83,1301.16,1330.41,3
1999-06-17,21.95,1330.41,1343.54,1322.75,1339.9,3
1999-06-18,21.75,1339.9,1344.48,1333.52,1342.84,3
1999-06-21,21.81,1342.84,1349.06,1337.63,1349.0,3
1999-06-22,21.7,1349.0,1351.12,1335.52,1335.88,3
1999-06-23,21.32,1335.87,1335.88,1322.55,1333.06,3
1999-06-24,23.06,1333.06,1333.06,1308.47,1315.78,3
1999-06-25,21.76,1315.78,1329.13,1312.64,1315.31,3
1999-06-28,22.63,1315.31,1333.68,1315.31,1331.35,3
1999-06-29,22.51,1331.35,1351.51,1328.4,1351.45,3
1999-06-30,21.09,1351.45,1372.93,1338.78,1372.71,3
1999-07-01,19.69,1372.71,1382.8,1360.8,1380.96,3
1999-07-02,18.66,1380.96,1391.22,1379.57,1391.22,3
1999-07-06,20.73,1391.22,1405.29,1387.08,1388.12,3
1999-07-07,20.35,1388.12,1395.88,1384.95,1395.86,3
1999-07-08,20.24,1395.86,1403.25,1386.69,1394.42,3
1999-07-09,17.96,1394.42,1403.28,1394.42,1403.28,3
1999-07-12,19.73,1403.28,1406.82,1394.7,1399.1,3
1999-07-13,19.95,1399.1,1399.1,1386.84,1393.56,3
1999-07-14,19.71,1393.56,1400.05,1386.51,1398.17,4
1999-07-15,18.68,1398.17,1409.84,1398.17,1409.62,4
1999-07-16,17.42,1409.62,1418.78,1407.07,1418.78,4
1999-07-19,19.07,1418.78,1420.33,1404.56,1407.65,4
1999-07-20,21.79,1407.65,1407.65,1375.15,1377.1,4
1999-07-21,21.46,1377.1,1386.66,1372.63,1379.29,4
1999-07-22,23.05,1379.29,1379.29,1353.98,1360.97,4
1999-07-23,23.32,1360.97,1367.41,1349.91,1356.94,4
1999-07-26,24.98,1356.94,1358.61,1346.2,1347.76,4
1999-07-27,23.23,1347.75,1368.7,1347.75,1362.84,4
1999-07-28,22.85,1362.84,1370.53,1355.54,1365.4,4
1999-07-29,24.52,1365.4,1365.4,1332.82,1341.03,4
1999-07-30,24.64,1341.03,1350.92,1328.49,1328.72,4
1999-08-02,25.59,1328.72,1344.69,1325.21,1328.05,4
1999-08-03,26.27,1328.05,1336.13,1314.91,1322.18,4
1999-08-04,27.4,1322.18,1330.16,1304.5,1305.33,4
1999-08-05,27.01,1305.33,1313.71,1287.23,1313.71,4
1999-08-06,26.6,1313.71,1316.74,1293.19,1300.29,4
1999-08-09,27.66,1300.29,1306.68,1295.99,1297.8,4
1999-08-10,28.45,1297.8,1298.62,1267.73,1281.43,4
1999-08-11,25.39,1281.43,1301.93,1281.43,1301.93,4
1999-08-12,25.03,1301.93,1313.61,1298.06,1298.16,5
1999-08-13,22.31,1298.16,1327.72,1298.16,1327.68,5
1999-08-16,23.07,1327.68,1331.05,1320.51,1330.77,5
1999-08-17,21.67,1330.77,1344.16,1328.76,1344.16,5
1999-08-18,23.3,1344.16,1344.16,1332.13,1332.84,5
1999-08-19,24.39,1332.84,1332.84,1315.35,1323.59,5
1999-08-20,22.95,1323.59,1336.61,1323.59,1336.61,5
1999-08-23,22.55,1336.61,1360.24,1336.61,1360.22,5
1999-08-24,22.4,1360.22,1373.32,1353.63,1363.5,5
1999-08-25,20.96,1363.5,1382.84,1359.2,1381.79,5
1999-08-26,21.21,1381.79,1381.79,1361.53,1362.01,5
1999-08-27,21.83,1362.01,1365.63,1347.35,1348.27,5
1999-08-30,24.63,1348.27,1350.7,1322.8,1324.02,5
1999-08-31,24.45,1324.02,1333.27,1306.96,1320.41,5
1999-09-01,22.93,1320.41,1331.18,1320.39,1331.07,5
1999-09-02,24.53,1331.07,1331.07,1304.88,1319.11,5
1999-09-03,20.98,1319.11,1357.74,1319.11,1357.24,5
1999-09-07,23.44,1357.24,1361.39,1349.59,1350.45,5
1999-09-08,23.82,1350.45,1355.18,1337.36,1344.15,5
1999-09-09,23.01,1344.15,1347.66,1333.91,1347.66,5
1999-09-10,22.03,1347.66,1357.62,1346.2,1351.66,5
1999-09-13,22.89,1351.66,1351.66,1341.7,1344.13,6
1999-09-14,23.77,1344.13,1344.18,1330.61,1336.29,6
1999-09-15,24.56,1336.29,1347.21,1317.97,1317.97,6
1999-09-16,25.25,1317.97,1322.51,1299.97,1318.48,6
1999-09-17,23.3,1318.48,1337.59,1318.48,1335.42,6
1999-09-20,24.03,1335.42,1338.38,1330.61,1335.53,6
1999-09-21,25.65,1335.52,1335.53,1301.97,1307.58,6
1999-09-22,25.19,1307.58,1316.18,1297.81,1310.51,6
1999-09-23,27.84,1310.51,1315.25,1277.3,1280.41,6
1999-09-24,27.79,1280.41,1281.17,1263.84,1277.36,6
1999-09-27,26.4,1277.36,1295.03,1277.36,1283.31,6
1999-09-28,26.06,1283.31,1285.55,1256.26,1282.2,6
1999-09-29,26.49,1282.2,1288.83,1268.16,1268.37,6
1999-09-30,25.41,1268.37,1291.31,1268.37,1282.71,6
1999-10-01,24.93,1282.71,1283.17,1265.78,1282.81,6
1999-10-04,24.46,1282.81,1304.6,1282.81,1304.6,6
1999-10-05,24.79,1304.6,1316.41,1286.44,1301.35,6
1999-10-06,22.06,1301.35,1325.46,1301.35,1325.4,6
1999-10-07,23.58,1325.4,1328.05,1314.13,1317.64,6
1999-10-08,20.49,1317.64,1336.61,1311.88,1336.02,6
1999-10-11,20.63,1336.02,1339.23,1332.96,1335.21,7
1999-10-12,22.84,1335.21,1335.21,1311.8,1313.04,7
1999-10-13,25.96,1313.04,1313.04,1282.8,1285.55,7
1999-10-14,26.05,1285.55,1289.63,1267.62,1283.42,7
1999-10-15,28.75,1283.42,1283.42,1245.39,1247.41,7
1999-10-18,28.19,1247.41,1254.13,1233.7,1254.13,7
1999-10-19,26.56,1254.13,1279.32,1254.13,1261.32,7
1999-10-20,23.9,1261.32,1289.44,1261.32,1289.43,7
1999-10-21,24.02,1289.43,1289.43,1265.61,1283.61,7
1999-10-22,21.64,1283.61,1308.81,1283.61,1301.65,7
1999-10-25,23.6,1301.65,1301.68,1286.07,1293.63,7
1999-10-26,24.26,1293.63,1303.46,1281.86,1281.91,7
1999-10-27,24.2,1281.91,1299.39,1280.48,1296.71,7
1999-10-28,21.34,1296.71,1342.47,1296.71,1342.44,7
1999-10-29,22.2,1342.44,1373.17,1342.44,1362.93,7
1999-11-01,22.09,1362.93,1367.3,1354.05,1354.12,7
1999-11-02,23.1,1354.12,1369.32,1346.41,1347.74,7
1999-11-03,23.16,1347.74,1360.33,1347.74,1354.93,7
1999-11-04,23.0,1354.93,1369.41,1354.93,1362.64,7
1999-11-05,21.66,1362.64,1387.48,1362.64,1370.23,7
1999-11-08,21.87,1370.23,1380.78,1365.87,1377.01,7
1999-11-09,22.7,1377.01,1383.81,1361.45,1365.28,8
1999-11-10,22.26,1365.28,1379.18,1359.98,1373.46,8
1999-11-11,22.07,1373.46,1382.12,1372.19,1381.46,8
1999-11-12,21.65,1381.46,1396.12,1368.54,1396.06,8
1999-11-15,22.74,1396.06,1398.58,1392.28,1394.39,8
1999-11-16,20.73,1394.39,1420.36,1394.39,1420.07,8
1999-11-17,20.96,1420.07,1423.44,1410.69,1410.71,8
1999-11-18,19.76,1410.71,1425.31,1410.71,1424.94,8
1999-11-19,19.11,1424.94,1424.94,1417.54,1422.0,8
1999-11-22,19.98,1422.0,1425.0,1412.4,1420.94,8
1999-11-23,21.0,1420.94,1423.91,1402.2,1404.64,8
1999-11-24,20.26,1404.64,1419.71,1399.17,1417.08,8
1999-11-26,22.33,1417.08,1425.24,1416.14,1416.62,8
1999-11-29,23.57,1416.62,1416.62,1404.15,1407.83,8
1999-11-30,24.18,1407.83,1410.59,1386.95,1389.07,8
1999-12-01,22.23,1388.91,1400.12,1387.38,1397.72,8
1999-12-02,21.77,1397.72,1409.04,1397.72,1409.04,8
1999-12-03,19.32,1409.04,1447.42,1409.04,1433.3,8
1999-12-06,20.58,1433.3,1434.15,1418.25,1423.33,8
1999-12-07,21.09,1423.33,1426.81,1409.17,1409.17,8
1999-12-08,21.25,1409.17,1415.66,1403.88,1403.88,9
1999-12-09,21.19,1403.88,1418.43,1391.47,1408.11,9
1999-12-10,21.48,1408.11,1421.58,1405.65,1417.04,9
1999-12-13,21.72,1417.04,1421.58,1410.1,1415.22,9
1999-12-14,23.06,1415.22,1418.3,1401.59,1403.17,9
1999-12-15,22.03,1403.17,1417.4,1396.2,1413.33,9
1999-12-16,21.91,1413.32,1423.11,1408.35,1418.78,9
1999-12-17,21.35,1418.78,1431.77,1418.78,1421.03,9
1999-12-20,23.78,1421.03,1429.16,1411.1,1418.09,9
1999-12-21,22.66,1418.09,1436.47,1414.8,1433.43,9
1999-12-22,22.43,1433.43,1440.02,1429.13,1435.99,9
1999-12-23,21.12,1436.13,1461.44,1436.13,1458.34,9
1999-12-27,23.07,1458.34,1463.19,1450.83,1457.1,9
1999-12-28,22.97,1457.09,1462.68,1452.78,1457.66,9
1999-12-29,23.09,1458.63,1465.98,1457.66,1463.46,9
1999-12-30,24.76,1465.28,1473.13,1462.6,1464.47,9
2000-01-03,24.21,1469.25,1478.0,1438.36,1455.22,9
2000-01-04,27.01,1455.22,1455.22,1397.43,1399.42,9
2000-01-05,26.41,1399.42,1413.27,1377.68,1402.11,9
2000-01-06,25.73,1402.11,1411.9,1392.1,1403.45,9
2000-01-07,21.72,1403.45,1441.47,1400.73,1441.47,10
2000-01-10,21.71,1441.47,1464.36,1441.47,1457.6,10
2000-01-11,22.5,1457.6,1458.66,1434.42,1438.56,10
2000-01-12,22.84,1438.56,1442.6,1427.08,1432.25,10
2000-01-13,21.71,1432.25,1454.2,1432.25,1449.68,10
2000-01-14,19.66,1449.68,1473.0,1449.68,1465.15,10
2000-01-18,21.5,1465.15,1465.15,1451.3,1455.14,10
2000-01-19,21.72,1455.14,1461.39,1448.68,1455.9,10
2000-01-20,21.75,1455.9,1465.71,1438.54,1445.57,10
2000-01-21,20.82,1445.57,1453.18,1439.6,1441.36,10
2000-01-24,24.07,1441.36,1454.09,1395.42,1401.53,10
2000-01-25,23.02,1401.53,1414.26,1388.49,1410.03,10
2000-01-26,23.03,1410.03,1412.73,1400.16,1404.09,10
2000-01-27,23.54,1404.09,1418.86,1370.99,1398.56,10
2000-01-28,26.14,1398.56,1398.56,1356.2,1360.16,10
2000-01-31,24.95,1360.16,1394.48,1350.14,1394.46,10
2000-02-01,23.45,1394.46,1412.49,1384.79,1409.28,10
2000-02-02,23.12,1409.28,1420.61,1403.49,1409.12,10
2000-02-03,22.01,1409.12,1425.78,1398.52,1424.97,10
2000-02-04,21.54,1424.97,1435.91,1420.63,1424.37,10
2000-02-07,22.79,1424.37,1427.15,1413.33,1424.24,11
2000-02-08,21.25,1424.24,1441.83,1424.24,1441.72,11
2000-02-09,22.9,1441.72,1444.55,1411.65,1411.71,11
2000-02-10,23.07,1411.7,1422.1,1406.43,1416.83,11
2000-02-11,24.42,1416.83,1416.83,1378.89,1387.12,11
2000-02-14,24.38,1387.12,1394.93,1380.53,1389.94,11
2000-02-15,22.92,1389.94,1407.72,1376.25,1402.05,11
2000-02-16,23.51,1402.05,1404.55,1385.58,1387.67,11
2000-02-17,23.17,1387.67,1399.88,1380.07,1388.26,11
2000-02-18,26.0,1388.26,1388.59,1345.32,1346.09,11
2000-02-22,25.86,1346.09,1358.11,1331.88,1352.17,11
2000-02-23,23.89,1352.17,1370.11,1342.44,1360.69,11
2000-02-24,24.38,1360.69,1364.8,1329.88,1353.43,11
2000-02-25,25.2,1353.43,1362.14,1329.15,1333.36,11
2000-02-28,24.68,1333.36,1360.82,1325.07,1348.05,11
2000-02-29,23.37,1348.05,1369.63,1348.05,1366.42,11
2000-03-01,21.64,1366.42,1383.46,1366.42,1379.19,11
2000-03-02,21.06,1379.19,1386.56,1370.35,1381.76,11
2000-03-03,19.21,1381.76,1410.88,1381.76,1409.17,11
2000-03-06,21.5,1409.17,1409.74,1384.75,1391.28,12
2000-03-07,24.31,1391.28,1399.21,1349.99,1355.62,12
2000-03-08,23.82,1355.62,1373.79,1346.62,1366.7,12
2000-03-09,22.21,1366.7,1401.82,1357.88,1401.69,12
2000-03-10,21.24,1401.69,1413.46,1392.07,1395.07,12
2000-03-13,22.85,1395.07,1398.39,1364.84,1383.62,12
2000-03-14,24.41,1383.62,1395.15,1359.15,1359.15,12
2000-03-15,22.34,1359.15,1397.99,1356.99,1392.14,12
2000-03-16,20.77,1392.15,1458.47,1392.15,1458.47,12
2000-03-17,22.37,1458.47,1477.33,1453.32,1464.47,12
2000-03-20,22.96,1464.47,1470.3,1448.49,1456.63,12
2000-03-21,21.7,1456.63,1493.92,1446.06,1493.87,12
2000-03-22,21.49,1493.87,1505.08,1487.33,1500.64,12
2000-03-23,22.26,1500.64,1532.5,1492.39,1527.35,12
2000-03-24,23.31,1527.35,1552.87,1516.83,1527.46,12
2000-03-27,24.53,1527.46,1534.63,1518.46,1523.86,12
2000-03-28,24.86,1523.86,1527.36,1507.09,1507.73,12
2000-03-29,24.1,1507.73,1521.45,1497.45,1508.52,12
2000-03-30,25.47,1508.52,1517.38,1474.63,1487.92,12
2000-03-31,24.11,1487.92,1519.81,1484.38,1498.58,12
2000-04-03,24.03,1498.58,1507.19,1486.96,1505.97,12
2000-04-04,27.12,1505.98,1526.45,1416.41,1494.73,12
2000-04-05,28.41,1494.73,1506.55,1478.05,1487.37,1
2000-04-06,27.15,1487.37,1511.76,1487.37,1501.34,1
2000-04-07,24.39,1501.34,1518.68,1501.34,1516.35,1
2000-04-10,25.99,1516.35,1527.19,1503.35,1504.46,1
2000-04-11,27.25,1504.46,1512.8,1486.78,1500.59,1
2000-04-12,28.98,1500.59,1509.08,1466.15,1467.17,1
2000-04-13,29.4,1467.17,1477.52,1439.34,1440.51,1
2000-04-14,33.49,1440.51,1440.51,1339.4,1356.56,1
2000-04-17,28.95,1356.56,1401.53,1346.5,1401.44,1
2000-04-18,26.12,1401.44,1441.61,1397.81,1441.61,1
2000-04-19,27.02,1441.61,1447.69,1424.26,1427.47,1
2000-04-20,25.85,1427.47,1435.49,1422.08,1434.54,1
2000-04-24,27.37,1434.54,1434.54,1407.13,1429.86,1
2000-04-25,25.24,1429.86,1477.67,1429.86,1477.44,1
2000-04-26,26.97,1477.44,1482.94,1456.98,1460.99,1
2000-04-27,26.19,1460.99,1469.21,1434.81,1464.92,1
